signal_id,listing_id,views,wishlist_count,time_period
4113,3343088,1026,498,2024-01-01
4114,3343640,3475,13,2024-01-01
4115,3344193,4695,429,2024-01-01
4116,3344745,791,96,2024-01-01
4117,3345297,1145,115,2024-01-01
4118,3345850,3787,208,2024-01-01
4119,3346402,560,164,2024-01-01
4120,3346954,1870,314,2024-01-01
4121,3347506,4033,458,2024-01-01
4122,3348059,1510,469,2024-01-01
4123,3348611,2918,127,2024-01-01
4124,3349163,4306,406,2024-01-01
4125,3349716,2037,351,2024-01-01
4126,3350268,1023,243,2024-01-01
4127,3350820,4942,405,2024-01-01
4128,3351373,2135,43,2024-01-01
4129,3351925,133,473,2024-01-01
4130,3352477,445,250,2024-01-01
4131,3353029,4162,142,2024-01-01
4132,3353582,1567,168,2024-01-01
4133,3354134,3899,110,2024-01-01
4134,3354686,4565,446,2024-01-01
4135,3355239,2814,260,2024-01-01
4136,3355791,650,26,2024-01-01
4137,3356343,595,383,2024-01-01
4138,3356896,4938,305,2024-01-01
4139,3357448,3518,338,2024-01-01
4140,3358000,3504,60,2024-01-01
4141,3358552,1044,128,2024-01-01
4142,3359105,1961,273,2024-01-01
4143,3359657,3310,375,2024-01-01
4144,3360209,2727,184,2024-01-01
4145,3360762,4382,55,2024-01-01
4146,3361314,418,409,2024-01-01
4147,3361866,4365,55,2024-01-01
4148,3362419,1884,177,2024-01-01
4149,3362971,1679,136,2024-01-01
4150,3363523,1009,395,2024-01-01
4151,3364075,1168,231,2024-01-01
4152,3364628,1634,239,2024-01-01
4153,3365180,740,390,2024-01-01
4154,3365732,4003,84,2024-01-01
4155,3366285,4172,51,2024-01-01
4156,3366837,3841,310,2024-01-01
4157,3367389,2132,116,2024-01-01
4158,3367942,3986,356,2024-01-01
4159,3368494,3374,330,2024-01-01
4160,3369046,3695,351,2024-01-01
4161,3369598,1636,117,2024-01-01
4162,3370151,1243,470,2024-01-01
4163,3370703,4801,395,2024-01-01
4164,3371255,3634,291,2024-01-01
4165,3371808,3643,271,2024-01-01
4166,3372360,2225,160,2024-01-01
4167,3372912,847,290,2024-01-01
4168,3373465,1375,338,2024-01-01
4169,3374017,3552,308,2024-01-01
4170,3374569,1159,136,2024-01-01
4171,3375121,1957,430,2024-01-01
4172,3375674,2020,460,2024-01-01
4173,3376226,2688,399,2024-01-01
4174,3376778,4378,429,2024-01-01
4175,3377331,2835,118,2024-01-01
4176,3377883,3506,385,2024-01-01
4177,3378435,2282,157,2024-01-01
4178,3378988,709,254,2024-01-01
4179,3379540,2425,259,2024-01-01
4180,3380092,3121,12,2024-01-01
4181,3380644,1462,199,2024-01-01
4182,3381197,185,469,2024-01-01
4183,3381749,456,107,2024-01-01
4184,3382301,563,457,2024-01-01
4185,3382854,4230,152,2024-01-01
4186,3383406,1068,443,2024-01-01
4187,3383958,2763,197,2024-01-01
4188,3384511,957,270,2024-01-01
4189,3385063,2636,387,2024-01-01
4190,3385615,2863,460,2024-01-01
4191,3386167,1678,67,2024-01-01
4192,3386720,292,164,2024-01-01
4193,3387272,2633,77,2024-01-01
4194,3387824,1929,413,2024-01-01
4195,3388377,4486,334,2024-01-01
4196,3388929,1449,358,2024-01-01
4197,3389481,3939,230,2024-01-01
4198,3390034,2156,425,2024-01-01
4199,3390586,2694,360,2024-01-01
4200,3391138,3771,271,2024-01-01
4201,3391690,529,372,2024-01-01
4202,3392243,3628,85,2024-01-01
4203,3392795,4502,197,2024-01-01
4204,3393347,2355,272,2024-01-01
4205,3393900,1467,272,2024-01-01
4206,3394452,3599,391,2024-01-01
4207,3395004,4035,287,2024-01-01
4208,3395557,3036,181,2024-01-01
4209,3396109,3063,100,2024-01-01
4210,3396661,2298,39,2024-01-01
4211,3397213,4385,133,2024-01-01
4212,3397766,2053,111,2024-01-01
4213,3398318,3359,189,2024-01-01
4214,3398870,3650,467,2024-01-01
4215,3399423,4330,294,2024-01-01
4216,3399975,3642,132,2024-01-01
4217,3400527,2083,190,2024-01-01
4218,3401080,181,463,2024-01-01
4219,3401632,3974,345,2024-01-01
4220,3402184,2715,443,2024-01-01
4221,3402736,3949,389,2024-01-01
4222,3403289,4625,375,2024-01-01
4223,3403841,1470,499,2024-01-01
4224,3404393,3082,403,2024-01-01
4225,3404946,1608,319,2024-01-01
4226,3405498,2978,296,2024-01-01
4227,3406050,180,206,2024-01-01
4228,3406603,3791,394,2024-01-01
4229,3407155,3263,153,2024-01-01
4230,3407707,3547,295,2024-01-01
4231,3408259,1506,459,2024-01-01
4232,3408812,884,447,2024-01-01
4233,3409364,258,474,2024-01-01
4234,3409916,2301,10,2024-01-01
4235,3410469,2383,406,2024-01-01
4236,3411021,4714,373,2024-01-01
4237,3411573,1463,45,2024-01-01
4238,3412126,3160,254,2024-01-01
4239,3412678,2772,314,2024-01-01
4240,3413230,2992,363,2024-01-01
4241,3413782,4908,452,2024-01-01
4242,3414335,4206,266,2024-01-01
4243,3414887,2640,140,2024-01-01
4244,3415439,800,212,2024-01-01
4245,3415992,326,292,2024-01-01
4246,3416544,2135,389,2024-01-01
4247,3417096,4344,433,2024-01-01
4248,3417649,3067,434,2024-01-01
4249,3418201,740,93,2024-01-01
4250,3418753,2170,26,2024-01-01
4251,3419305,4034,319,2024-01-01
4252,3419858,671,257,2024-01-01
4253,3420410,360,113,2024-01-01
4254,3420962,3407,89,2024-01-01
4255,3421515,1422,356,2024-01-01
4256,3422067,2847,328,2024-01-01
4257,3422619,3145,31,2024-01-01
4258,3423172,1060,384,2024-01-01
4259,3423724,673,390,2024-01-01
4260,3424276,3742,105,2024-01-01
4261,3424828,4372,384,2024-01-01
4262,3425381,497,497,2024-01-01
4263,3425933,3252,133,2024-01-01
4264,3426485,2658,450,2024-01-01
4265,3427038,1306,434,2024-01-01
4266,3427590,4673,409,2024-01-01
4267,3428142,2759,495,2024-01-01
4268,3428695,2455,177,2024-01-01
4269,3429247,3765,490,2024-01-01
4270,3429799,1771,163,2024-01-01
4271,3430351,2769,366,2024-01-01
4272,3430904,1168,228,2024-01-01
4273,3431456,4691,458,2024-01-01
4274,3432008,3194,290,2024-01-01
4275,3432561,4179,363,2024-01-01
4276,3433113,294,411,2024-01-01
4277,3433665,996,124,2024-01-01
4278,3434218,4060,261,2024-01-01
4279,3434770,4132,480,2024-01-01
4280,3435322,3170,257,2024-01-01
4281,3435874,4443,313,2024-01-01
4282,3436427,4622,328,2024-01-01
4283,3436979,4361,459,2024-01-01
4284,3437531,2056,418,2024-01-01
4285,3438084,2689,236,2024-01-01
4286,3438636,4828,408,2024-01-01
4287,3439188,3914,444,2024-01-01
4288,3439741,4357,305,2024-01-01
4289,3440293,2258,413,2024-01-01
4290,3440845,855,496,2024-01-01
4291,3441397,2820,328,2024-01-01
4292,3441950,1917,38,2024-01-01
4293,3442502,3937,70,2024-01-01
4294,3443054,3673,69,2024-01-01
4295,3443607,3836,396,2024-01-01
4296,3444159,2877,395,2024-01-01
4297,3444711,3581,408,2024-01-01
4298,3445264,2460,437,2024-01-01
4299,3445816,712,470,2024-01-01
4300,3446368,3442,28,2024-01-01
4301,3446920,2207,283,2024-01-01
4302,3447473,1505,135,2024-01-01
4303,3448025,2414,325,2024-01-01
4304,3448577,3871,191,2024-01-01
4305,3449130,548,478,2024-01-01
4306,3449682,3979,127,2024-01-01
4307,3450234,417,271,2024-01-01
4308,3450787,1072,294,2024-01-01
4309,3451339,1157,148,2024-01-01
4310,3451891,923,301,2024-01-01
4311,3452443,3721,286,2024-01-01
4312,3452996,4643,233,2024-01-01
4313,3453548,2689,224,2024-01-01
4314,3454100,2597,496,2024-01-01
4315,3454653,2375,476,2024-01-01
4316,3455205,1180,295,2024-01-01
4317,3455757,3403,213,2024-01-01
4318,3456310,2591,311,2024-01-01
4319,3456862,2055,65,2024-01-01
4320,3457414,3653,342,2024-01-01
4321,3457966,3625,101,2024-01-01
4322,3458519,691,202,2024-01-01
4323,3459071,516,371,2024-01-01
4324,3459623,324,129,2024-01-01
4325,3460176,239,473,2024-01-01
4326,3460728,2961,222,2024-01-01
4327,3461280,1619,51,2024-01-01
4328,3461833,3336,71,2024-01-01
4329,3462385,2090,129,2024-01-01
4330,3462937,200,287,2024-01-01
4331,3463489,3845,113,2024-01-01
4332,3464042,3789,164,2024-01-01
4333,3464594,2090,469,2024-01-01
4334,3465146,3070,344,2024-01-01
4335,3465699,4459,256,2024-01-01
4336,3466251,3166,177,2024-01-01
4337,3466803,1671,396,2024-01-01
4338,3467356,733,276,2024-01-01
4339,3467908,3447,374,2024-01-01
4340,3468460,4297,85,2024-01-01
4341,3469012,2013,484,2024-01-01
4342,3469565,4017,443,2024-01-01
4343,3470117,3357,449,2024-01-01
4344,3470669,3516,400,2024-01-01
4345,3471222,4457,240,2024-01-01
4346,3471774,4049,165,2024-01-01
4347,3472326,1897,403,2024-01-01
4348,3472879,4754,488,2024-01-01
4349,3473431,100,342,2024-01-01
4350,3473983,3536,207,2024-01-01
4351,3474535,252,189,2024-01-01
4352,3475088,2832,442,2024-01-01
4353,3475640,2947,357,2024-01-01
4354,3476192,959,82,2024-01-01
4355,3476745,4426,86,2024-01-01
4356,3477297,2447,105,2024-01-01
4357,3477849,1260,274,2024-01-01
4358,3478402,608,487,2024-01-01
4359,3478954,764,341,2024-01-01
4360,3479506,3084,314,2024-01-01
4361,3480058,4927,246,2024-01-01
4362,3480611,1878,453,2024-01-01
4363,3481163,3018,357,2024-01-01
4364,3481715,2712,280,2024-01-01
4365,3482268,2821,408,2024-01-01
4366,3482820,3802,287,2024-01-01
4367,3483372,3139,469,2024-01-01
4368,3483925,3370,204,2024-01-01
4369,3484477,203,214,2024-01-01
4370,3485029,1305,82,2024-01-01
4371,3485581,1128,233,2024-01-01
4372,3486134,3235,340,2024-01-01
4373,3486686,4763,441,2024-01-01
4374,3487238,2001,125,2024-01-01
4375,3487791,2153,158,2024-01-01
4376,3488343,1246,197,2024-01-01
4377,3488895,4509,454,2024-01-01
4378,3489448,1785,482,2024-01-01
4379,3490000,4297,451,2024-01-01
4380,3490552,3514,280,2024-01-01
4381,3491104,405,398,2024-01-01
4382,3491657,3141,387,2024-01-01
4383,3492209,3418,38,2024-01-01
4384,3492761,4513,81,2024-01-01
4385,3493314,1471,32,2024-01-01
4386,3493866,127,324,2024-01-01
4387,3494418,3474,465,2024-01-01
4388,3494971,4951,56,2024-01-01
4389,3495523,2867,54,2024-01-01
4390,3496075,3736,363,2024-01-01
4391,3496627,222,446,2024-01-01
4392,3497180,635,47,2024-01-01
4393,3497732,4859,395,2024-01-01
4394,3498284,1399,101,2024-01-01
4395,3498837,1133,483,2024-01-01
4396,3499389,3228,48,2024-01-01
4397,3499941,3951,49,2024-01-01
4398,3500494,4789,40,2024-01-01
4399,3501046,4868,190,2024-01-01
4400,3501598,462,138,2024-01-01
4401,3502150,3840,261,2024-01-01
4402,3502703,4044,51,2024-01-01
4403,3503255,942,209,2024-01-01
4404,3503807,1311,273,2024-01-01
4405,3504360,2351,323,2024-01-01
4406,3504912,1533,83,2024-01-01
4407,3505464,3795,335,2024-01-01
4408,3506017,490,443,2024-01-01
4409,3506569,2026,339,2024-01-01
4410,3507121,1580,166,2024-01-01
4411,3507673,119,403,2024-01-01
4412,3508226,4758,250,2024-01-01
4413,3508778,3023,60,2024-01-01
4414,3509330,1788,86,2024-01-01
4415,3509883,678,402,2024-01-01
4416,3510435,2677,58,2024-01-01
4417,3510987,3123,320,2024-01-01
4418,3511540,3993,230,2024-01-01
4419,3512092,1055,494,2024-01-01
4420,3512644,2539,130,2024-01-01
4421,3513196,4107,300,2024-01-01
4422,3513749,2318,391,2024-01-01
4423,3514301,3778,193,2024-01-01
4424,3514853,3885,183,2024-01-01
4425,3515406,1693,29,2024-01-01
4426,3515958,1590,195,2024-01-01
4427,3516510,3401,231,2024-01-01
4428,3517063,1089,444,2024-01-01
4429,3517615,4544,156,2024-01-01
4430,3518167,4201,142,2024-01-01
4431,3518719,4951,483,2024-01-01
4432,3519272,3654,213,2024-01-01
4433,3519824,3429,158,2024-01-01
4434,3520376,947,337,2024-01-01
4435,3520929,1495,166,2024-01-01
4436,3521481,3907,354,2024-01-01
4437,3522033,4299,271,2024-01-01
4438,3522586,2477,220,2024-01-01
4439,3523138,4809,134,2024-01-01
4440,3523690,3901,73,2024-01-01
4441,3524242,4650,407,2024-01-01
4442,3524795,2362,476,2024-01-01
4443,3525347,3452,382,2024-01-01
4444,3525899,332,136,2024-01-01
4445,3526452,3507,105,2024-01-01
4446,3527004,2561,292,2024-01-01
4447,3527556,1509,308,2024-01-01
4448,3528109,408,402,2024-01-01
4449,3528661,2150,434,2024-01-01
4450,3529213,2897,492,2024-01-01
4451,3529765,4788,394,2024-01-01
4452,3530318,3691,406,2024-01-01
4453,3530870,2213,307,2024-01-01
4454,3531422,790,376,2024-01-01
4455,3531975,3998,90,2024-01-01
4456,3532527,1941,493,2024-01-01
4457,3533079,3614,369,2024-01-01
4458,3533632,2007,335,2024-01-01
4459,3534184,3159,397,2024-01-01
4460,3534736,2606,70,2024-01-01
4461,3535288,3849,277,2024-01-01
4462,3535841,4279,416,2024-01-01
4463,3536393,269,213,2024-01-01
4464,3536945,3299,175,2024-01-01
4465,3537498,2081,431,2024-01-01
4466,3538050,1497,428,2024-01-01
4467,3538602,1687,89,2024-01-01
4468,3539155,1802,251,2024-01-01
4469,3539707,3776,472,2024-01-01
4470,3540259,942,426,2024-01-01
4471,3540811,205,334,2024-01-01
4472,3541364,2246,156,2024-01-01
4473,3541916,2161,356,2024-01-01
4474,3542468,4554,430,2024-01-01
4475,3543021,280,182,2024-01-01
4476,3543573,712,291,2024-01-01
4477,3544125,3561,51,2024-01-01
4478,3544678,140,346,2024-01-01
4479,3545230,4407,160,2024-01-01
4480,3545782,2546,35,2024-01-01
4481,3546334,2482,179,2024-01-01
4482,3546887,4295,13,2024-01-01
4483,3547439,836,268,2024-01-01
4484,3547991,372,22,2024-01-01
4485,3548544,1293,224,2024-01-01
4486,3549096,2934,140,2024-01-01
4487,3549648,524,356,2024-01-01
4488,3550201,4379,237,2024-01-01
4489,3550753,4700,413,2024-01-01
4490,3551305,1373,339,2024-01-01
4491,3551857,2735,126,2024-01-01
4492,3552410,3226,80,2024-01-01
4493,3552962,747,179,2024-01-01
4494,3553514,114,46,2024-01-01
4495,3554067,2052,19,2024-01-01
4496,3554619,4553,231,2024-01-01
4497,3555171,4145,31,2024-01-01
4498,3555724,710,92,2024-01-01
4499,3556276,3558,301,2024-01-01
4500,3556828,1491,263,2024-01-01
4501,3557380,3816,154,2024-01-01
4502,3557933,2034,399,2024-01-01
4503,3558485,3754,400,2024-01-01
4504,3559037,752,312,2024-01-01
4505,3559590,3676,380,2024-01-01
4506,3560142,306,156,2024-01-01
4507,3560694,3826,100,2024-01-01
4508,3561247,4377,60,2024-01-01
4509,3561799,1836,101,2024-01-01
4510,3562351,3861,221,2024-01-01
4511,3562903,3308,335,2024-01-01
4512,3563456,4911,109,2024-01-01
4513,3564008,3328,316,2024-01-01
4514,3564560,4127,150,2024-01-01
4515,3565113,4469,334,2024-01-01
4516,3565665,831,456,2024-01-01
4517,3566217,4793,451,2024-01-01
4518,3566770,246,43,2024-01-01
4519,3567322,4314,433,2024-01-01
4520,3567874,4006,108,2024-01-01
4521,3568426,4083,158,2024-01-01
4522,3568979,2989,34,2024-01-01
4523,3569531,1552,382,2024-01-01
4524,3570083,4733,385,2024-01-01
4525,3570636,4103,307,2024-01-01
4526,3571188,1915,343,2024-01-01
4527,3571740,3126,265,2024-01-01
4528,3572293,4011,385,2024-01-01
4529,3572845,1924,421,2024-01-01
4530,3573397,3106,275,2024-01-01
4531,3573949,4078,380,2024-01-01
4532,3574502,1767,335,2024-01-01
4533,3575054,3557,392,2024-01-01
4534,3575606,3495,35,2024-01-01
4535,3576159,3150,223,2024-01-01
4536,3576711,3241,66,2024-01-01
4537,3577263,4406,267,2024-01-01
4538,3577816,3971,495,2024-01-01
4539,3578368,1940,424,2024-01-01
4540,3578920,880,386,2024-01-01
4541,3579472,4911,145,2024-01-01
4542,3580025,440,228,2024-01-01
4543,3580577,4785,151,2024-01-01
4544,3581129,3625,409,2024-01-01
4545,3581682,546,442,2024-01-01
4546,3582234,1782,320,2024-01-01
4547,3582786,4095,204,2024-01-01
4548,3583339,4272,78,2024-01-01
4549,3583891,3895,285,2024-01-01
4550,3584443,1298,61,2024-01-01
4551,3584995,1233,345,2024-01-01
4552,3585548,328,454,2024-01-01
4553,3586100,184,350,2024-01-01
4554,3586652,1151,322,2024-01-01
4555,3587205,3087,355,2024-01-01
4556,3587757,999,357,2024-01-01
4557,3588309,246,396,2024-01-01
4558,3588862,4660,319,2024-01-01
4559,3589414,571,99,2024-01-01
4560,3589966,1190,331,2024-01-01
4561,3590518,991,376,2024-01-01
4562,3591071,1665,168,2024-01-01
4563,3591623,3761,218,2024-01-01
4564,3592175,209,49,2024-01-01
4565,3592728,1471,53,2024-01-01
4566,3593280,1442,234,2024-01-01
4567,3593832,1587,350,2024-01-01
4568,3594385,3570,193,2024-01-01
4569,3594937,205,78,2024-01-01
4570,3595489,4730,112,2024-01-01
4571,3596041,4483,49,2024-01-01
4572,3596594,249,181,2024-01-01
4573,3597146,1342,141,2024-01-01
4574,3597698,3487,262,2024-01-01
4575,3598251,4918,306,2024-01-01
4576,3598803,4567,497,2024-01-01
4577,3599355,458,186,2024-01-01
4578,3599908,4087,35,2024-01-01
4579,3600460,103,216,2024-01-01
4580,3601012,4157,198,2024-01-01
4581,3601564,1887,254,2024-01-01
4582,3602117,1015,88,2024-01-01
4583,3602669,2219,402,2024-01-01
4584,3603221,1373,88,2024-01-01
4585,3603774,3735,360,2024-01-01
4586,3604326,4545,48,2024-01-01
4587,3604878,4954,479,2024-01-01
4588,3605431,3104,119,2024-01-01
4589,3605983,4774,246,2024-01-01
4590,3606535,1829,289,2024-01-01
4591,3607087,4484,199,2024-01-01
4592,3607640,2344,91,2024-01-01
4593,3608192,3060,257,2024-01-01
4594,3608744,397,251,2024-01-01
4595,3609297,4921,314,2024-01-01
4596,3609849,3435,169,2024-01-01
4597,3610401,2764,319,2024-01-01
4598,3610954,3348,450,2024-01-01
4599,3611506,1875,204,2024-01-01
4600,3612058,3243,325,2024-01-01
4601,3612610,1919,255,2024-01-01
4602,3613163,3332,31,2024-01-01
4603,3613715,224,11,2024-01-01
4604,3614267,4002,484,2024-01-01
4605,3614820,4911,194,2024-01-01
4606,3615372,1283,190,2024-01-01
4607,3615924,3931,358,2024-01-01
4608,3616477,823,104,2024-01-01
4609,3617029,3910,454,2024-01-01
4610,3617581,3150,206,2024-01-01
4611,3618133,1764,10,2024-01-01
4612,3618686,2247,449,2024-01-01
4613,3619238,1347,55,2024-01-01
4614,3619790,926,493,2024-01-01
4615,3620343,3700,49,2024-01-01
4616,3620895,1782,272,2024-01-01
4617,3621447,1876,258,2024-01-01
4618,3622000,4662,408,2024-01-01
4619,3622552,3144,261,2024-01-01
4620,3623104,2053,117,2024-01-01
4621,3623656,797,461,2024-01-01
4622,3624209,4790,476,2024-01-01
4623,3624761,1949,248,2024-01-01
4624,3625313,4945,18,2024-01-01
4625,3625866,1873,289,2024-01-01
4626,3626418,869,346,2024-01-01
4627,3626970,4851,166,2024-01-01
4628,3627523,3951,372,2024-01-01
4629,3628075,2368,469,2024-01-01
4630,3628627,2618,410,2024-01-01
4631,3629179,1184,142,2024-01-01
4632,3629732,3746,296,2024-01-01
4633,3630284,2858,220,2024-01-01
4634,3630836,1939,472,2024-01-01
4635,3631389,2203,75,2024-01-01
4636,3631941,2880,258,2024-01-01
4637,3632493,4353,163,2024-01-01
4638,3633046,4518,376,2024-01-01
4639,3633598,1995,255,2024-01-01
4640,3634150,4179,400,2024-01-01
4641,3634702,1842,264,2024-01-01
4642,3635255,2697,460,2024-01-01
4643,3635807,2792,499,2024-01-01
4644,3636359,3778,20,2024-01-01
4645,3636912,3201,491,2024-01-01
4646,3637464,2475,232,2024-01-01
4647,3638016,3583,184,2024-01-01
4648,3638569,2910,36,2024-01-01
4649,3639121,961,416,2024-01-01
4650,3639673,1399,48,2024-01-01
4651,3640225,1489,104,2024-01-01
4652,3640778,1483,297,2024-01-01
4653,3641330,2286,342,2024-01-01
4654,3641882,1152,81,2024-01-01
4655,3642435,1714,307,2024-01-01
4656,3642987,1753,261,2024-01-01
4657,3643539,2102,237,2024-01-01
4658,3644092,3448,145,2024-01-01
4659,3644644,2641,387,2024-01-01
4660,3645196,180,452,2024-01-01
4661,3645748,2052,288,2024-01-01
4662,3646301,3738,153,2024-01-01
4663,3646853,2662,399,2024-01-01
4664,3647405,3722,44,2024-01-01
4665,3647958,1743,269,2024-01-01
4666,3648510,3163,209,2024-01-01
4667,3649062,2042,290,2024-01-01
4668,3649615,4447,231,2024-01-01
4669,3650167,2583,308,2024-01-01
4670,3650719,342,444,2024-01-01
4671,3651271,1268,86,2024-01-01
4672,3651824,3435,358,2024-01-01
4673,3652376,4560,48,2024-01-01
4674,3652928,3971,377,2024-01-01
4675,3653481,955,407,2024-01-01
4676,3654033,1795,395,2024-01-01
4677,3654585,4040,259,2024-01-01
4678,3655138,4569,35,2024-01-01
4679,3655690,2608,196,2024-01-01
4680,3656242,1173,470,2024-01-01
4681,3656794,1997,170,2024-01-01
4682,3657347,702,354,2024-01-01
4683,3657899,1161,15,2024-01-01
4684,3658451,4692,157,2024-01-01
4685,3659004,820,133,2024-01-01
4686,3659556,4416,75,2024-01-01
4687,3660108,127,341,2024-01-01
4688,3660661,360,411,2024-01-01
4689,3661213,2086,446,2024-01-01
4690,3661765,1736,454,2024-01-01
4691,3662317,3829,220,2024-01-01
4692,3662870,4488,360,2024-01-01
4693,3663422,4825,33,2024-01-01
4694,3663974,2753,82,2024-01-01
4695,3664527,847,159,2024-01-01
4696,3665079,1107,378,2024-01-01
4697,3665631,1363,355,2024-01-01
4698,3666184,2477,430,2024-01-01
4699,3666736,4701,439,2024-01-01
4700,3667288,3064,65,2024-01-01
4701,3667840,4926,266,2024-01-01
4702,3668393,1096,351,2024-01-01
4703,3668945,4787,480,2024-01-01
4704,3669497,2055,414,2024-01-01
4705,3670050,4548,479,2024-01-01
4706,3670602,1551,108,2024-01-01
4707,3671154,4983,399,2024-01-01
4708,3671707,1595,40,2024-01-01
4709,3672259,1021,236,2024-01-01
4710,3672811,1004,180,2024-01-01
4711,3673363,2737,322,2024-01-01
4712,3673916,1702,276,2024-01-01
4713,3674468,987,462,2024-01-01
4714,3675020,1704,151,2024-01-01
4715,3675573,1996,246,2024-01-01
4716,3676125,1247,27,2024-01-01
4717,3676677,4252,310,2024-01-01
4718,3677230,2927,482,2024-01-01
4719,3677782,4479,388,2024-01-01
4720,3678334,4079,68,2024-01-01
4721,3678886,4680,331,2024-01-01
4722,3679439,1005,283,2024-01-01
4723,3679991,2679,453,2024-01-01
4724,3680543,4252,257,2024-01-01
4725,3681096,3986,58,2024-01-01
4726,3681648,1606,451,2024-01-01
4727,3682200,877,337,2024-01-01
4728,3682753,3166,63,2024-01-01
4729,3683305,569,238,2024-01-01
4730,3683857,4604,180,2024-01-01
4731,3684409,3021,117,2024-01-01
4732,3684962,1814,109,2024-01-01
4733,3685514,2833,51,2024-01-01
4734,3686066,1286,109,2024-01-01
4735,3686619,2847,440,2024-01-01
4736,3687171,4332,281,2024-01-01
4737,3687723,694,460,2024-01-01
4738,3688276,1058,140,2024-01-01
4739,3688828,564,181,2024-01-01
4740,3689380,156,277,2024-01-01
4741,3689932,1295,175,2024-01-01
4742,3690485,2653,255,2024-01-01
4743,3691037,1928,296,2024-01-01
4744,3691589,3101,25,2024-01-01
4745,3692142,826,300,2024-01-01
4746,3692694,748,237,2024-01-01
4747,3693246,2534,140,2024-01-01
4748,3693799,1017,12,2024-01-01
4749,3694351,2475,456,2024-01-01
4750,3694903,323,231,2024-01-01
4751,3695455,4033,61,2024-01-01
4752,3696008,3952,76,2024-01-01
4753,3696560,2897,441,2024-01-01
4754,3697112,781,289,2024-01-01
4755,3697665,675,476,2024-01-01
4756,3698217,3919,338,2024-01-01
4757,3698769,2162,374,2024-01-01
4758,3699322,3851,408,2024-01-01
4759,3699874,3374,484,2024-01-01
4760,3700426,1413,128,2024-01-01
4761,3700978,4118,149,2024-01-01
4762,3701531,2355,361,2024-01-01
4763,3702083,828,84,2024-01-01
4764,3702635,1205,235,2024-01-01
4765,3703188,3878,136,2024-01-01
4766,3703740,1569,320,2024-01-01
4767,3704292,1756,23,2024-01-01
4768,3704845,1034,422,2024-01-01
4769,3705397,4169,186,2024-01-01
4770,3705949,713,346,2024-01-01
4771,3706501,1276,357,2024-01-01
4772,3707054,2932,406,2024-01-01
4773,3707606,1845,490,2024-01-01
4774,3708158,2143,310,2024-01-01
4775,3708711,3460,328,2024-01-01
4776,3709263,2536,14,2024-01-01
4777,3709815,4725,290,2024-01-01
4778,3710368,2323,378,2024-01-01
4779,3710920,1941,158,2024-01-01
4780,3711472,1611,323,2024-01-01
4781,3712024,1767,80,2024-01-01
4782,3712577,4125,346,2024-01-01
4783,3713129,3238,194,2024-01-01
4784,3713681,4193,26,2024-01-01
4785,3714234,892,449,2024-01-01
4786,3714786,1475,254,2024-01-01
4787,3715338,650,159,2024-01-01
4788,3715891,2475,423,2024-01-01
4789,3716443,2206,476,2024-01-01
4790,3716995,2601,488,2024-01-01
4791,3717547,312,447,2024-01-01
4792,3718100,3183,348,2024-01-01
4793,3718652,1744,373,2024-01-01
4794,3719204,2698,228,2024-01-01
4795,3719757,4398,263,2024-01-01
4796,3720309,911,135,2024-01-01
4797,3720861,2219,358,2024-01-01
4798,3721414,369,230,2024-01-01
4799,3721966,1246,217,2024-01-01
4800,3722518,497,431,2024-01-01
4801,3723070,214,189,2024-01-01
4802,3723623,4555,134,2024-01-01
4803,3724175,3121,116,2024-01-01
4804,3724727,3111,313,2024-01-01
4805,3725280,3499,281,2024-01-01
4806,3725832,2349,365,2024-01-01
4807,3726384,1401,119,2024-01-01
4808,3726937,2631,288,2024-01-01
4809,3727489,3327,271,2024-01-01
4810,3728041,2418,179,2024-01-01
4811,3728593,1409,17,2024-01-01
4812,3729146,4778,379,2024-01-01
4813,3729698,2932,333,2024-01-01
4814,3730250,458,212,2024-01-01
4815,3730803,2192,105,2024-01-01
4816,3731355,2608,155,2024-01-01
4817,3731907,3549,196,2024-01-01
4818,3732460,2237,180,2024-01-01
4819,3733012,2904,413,2024-01-01
4820,3733564,3907,369,2024-01-01
4821,3734116,3125,325,2024-01-01
4822,3734669,2602,232,2024-01-01
4823,3735221,4457,419,2024-01-01
4824,3735773,4876,47,2024-01-01
4825,3736326,1959,36,2024-01-01
4826,3736878,3250,203,2024-01-01
4827,3737430,1075,214,2024-01-01
4828,3737983,4039,99,2024-01-01
4829,3738535,4070,396,2024-01-01
4830,3739087,1922,52,2024-01-01
4831,3739639,3975,419,2024-01-01
4832,3740192,1277,228,2024-01-01
4833,3740744,2302,431,2024-01-01
4834,3741296,1717,342,2024-01-01
4835,3741849,579,131,2024-01-01
4836,3742401,858,471,2024-01-01
4837,3742953,3207,131,2024-01-01
4838,3743506,3944,76,2024-01-01
4839,3744058,3893,12,2024-01-01
4840,3744610,4996,462,2024-01-01
4841,3745162,4187,368,2024-01-01
4842,3745715,1226,457,2024-01-01
4843,3746267,2318,80,2024-01-01
4844,3746819,1304,473,2024-01-01
4845,3747372,3583,171,2024-01-01
4846,3747924,1411,472,2024-01-01
4847,3748476,2048,410,2024-01-01
4848,3749029,4565,478,2024-01-01
4849,3749581,2231,286,2024-01-01
4850,3750133,2264,418,2024-01-01
4851,3750685,3520,396,2024-01-01
4852,3751238,2856,143,2024-01-01
4853,3751790,3726,481,2024-01-01
4854,3752342,3572,229,2024-01-01
