listing_id,avg_rating,total_reviews,total_sales
4579135,3.0,1,36
4579688,2.0,1,77
4580240,4.0,1,24
4580792,2.0,1,74
4581345,1.0,1,27
4581897,1.0,1,71
4582449,4.0,1,30
4583002,3.0,1,50
4583554,3.0,1,1
4584106,4.0,1,28
4584658,3.0,1,85
4585211,2.0,1,54
4585763,1.0,1,36
4586315,3.0,1,84
4586868,3.0,1,1
4587420,5.0,1,46
4587972,1.0,1,72
4588525,1.0,1,64
4589077,2.0,1,49
4589629,5.0,1,92
4590181,2.0,1,28
4590734,1.0,1,45
4591286,1.0,1,32
4591838,3.0,1,98
4592391,2.0,1,90
4592943,5.0,1,56
4593495,4.0,1,89
4594048,4.0,1,89
4594600,5.0,1,56
4595152,4.0,1,22
4595704,1.0,1,26
4596257,3.0,1,85
4596809,4.0,1,79
4597361,5.0,1,30
4597914,4.0,1,92
4598466,2.0,1,22
4599018,3.0,1,19
4599571,1.0,1,23
4600123,4.0,1,94
4600675,1.0,1,43
4601227,4.0,1,31
4601780,4.0,1,81
4602332,4.0,1,60
4602884,5.0,1,99
4603437,5.0,1,98
4603989,4.0,1,78
4604541,3.0,1,12
4605094,3.0,1,66
4605646,2.0,1,97
4606198,4.0,1,18
4606750,5.0,1,19
4607303,2.0,1,6
4607855,1.0,1,59
4608407,2.0,1,80
4608960,2.0,1,92
4609512,1.0,1,76
4610064,5.0,1,83
4610617,5.0,1,96
4611169,1.0,1,39
4611721,5.0,1,59
4612273,3.0,1,66
4612826,3.0,1,92
4613378,3.0,1,32
4613930,2.0,1,43
4614483,2.0,1,47
4615035,2.0,1,24
4615587,4.0,1,13
4616140,2.0,1,47
4616692,1.0,1,73
4617244,1.0,1,70
4617796,4.0,1,95
4618349,5.0,1,56
4618901,5.0,1,58
4619453,2.0,1,35
4620006,2.0,1,23
4620558,2.0,1,52
4621110,2.0,1,58
4621663,5.0,1,39
4622215,2.0,1,18
4622767,5.0,1,16
4623319,4.0,1,1
4623872,1.0,1,29
4624424,1.0,1,17
4624976,5.0,1,52
4625529,5.0,1,97
4626081,2.0,1,67
4626633,5.0,1,92
4627186,2.0,1,73
4627738,4.0,1,45
4628290,1.0,1,71
4628842,2.0,1,19
4629395,4.0,1,57
4629947,2.0,1,71
4630499,4.0,1,32
4631052,2.0,1,95
4631604,2.0,1,81
4632156,3.0,1,35
4632709,4.0,1,32
4633261,3.0,1,78
4633813,5.0,1,29
4634365,3.0,1,41
4634918,4.0,1,62
4635470,2.0,1,65
4636022,4.0,1,97
4636575,1.0,1,73
4637127,2.0,1,59
4637679,3.0,1,75
4638232,4.0,1,21
4638784,4.0,1,60
4639336,3.0,1,63
4639888,5.0,1,3
4640441,2.0,1,67
4640993,1.0,1,40
4641545,5.0,1,91
4642098,4.0,1,29
4642650,4.0,1,91
4643202,1.0,1,57
4643755,3.0,1,94
4644307,4.0,1,32
4644859,4.0,1,87
4645411,4.0,1,6
4645964,3.0,1,22
4646516,4.0,1,71
4647068,1.0,1,81
4647621,1.0,1,25
4648173,3.0,1,40
4648725,1.0,1,30
4649278,4.0,1,5
4649830,2.0,1,35
4650382,2.0,1,43
4650934,4.0,1,57
4651487,2.0,1,19
4652039,5.0,1,32
4652591,2.0,1,2
4653144,3.0,1,92
4653696,5.0,1,82
4654248,5.0,1,99
4654801,2.0,1,16
4655353,5.0,1,88
4655905,3.0,1,75
4656457,5.0,1,60
4657010,3.0,1,48
4657562,1.0,1,98
4658114,4.0,1,33
4658667,1.0,1,6
4659219,4.0,1,56
4659771,1.0,1,69
4660324,5.0,1,29
4660876,1.0,1,25
4661428,3.0,1,29
4661980,3.0,1,43
4662533,3.0,1,2
4663085,5.0,1,20
4663637,2.0,1,12
4664190,1.0,1,32
4664742,2.0,1,23
4665294,2.0,1,24
4665847,1.0,1,73
4666399,5.0,1,43
4666951,3.0,1,58
4667503,5.0,1,88
4668056,2.0,1,4
4668608,2.0,1,12
4669160,4.0,1,3
4669713,1.0,1,56
4670265,4.0,1,83
4670817,4.0,1,62
4671370,2.0,1,71
4671922,3.0,1,17
4672474,5.0,1,36
4673026,4.0,1,97
4673579,2.0,1,96
4674131,5.0,1,6
4674683,4.0,1,33
4675236,1.0,1,88
4675788,5.0,1,70
4676340,4.0,1,71
4676893,1.0,1,93
4677445,4.0,1,1
4677997,3.0,1,79
4678549,3.0,1,49
4679102,5.0,1,90
4679654,4.0,1,64
4680206,5.0,1,84
4680759,1.0,1,22
4681311,1.0,1,84
4681863,4.0,1,45
4682416,1.0,1,27
4682968,4.0,1,76
4683520,1.0,1,83
4684072,5.0,1,95
4684625,2.0,1,18
4685177,5.0,1,85
4685729,4.0,1,17
4686282,5.0,1,1
4686834,4.0,1,52
4687386,4.0,1,20
4687939,2.0,1,76
4688491,5.0,1,33
4689043,1.0,1,20
4689595,2.0,1,24
4690148,5.0,1,18
4690700,5.0,1,69
4691252,4.0,1,1
4691805,5.0,1,15
4692357,1.0,1,31
4692909,1.0,1,36
4693462,2.0,1,67
4694014,4.0,1,65
4694566,2.0,1,18
4695118,3.0,1,98
4695671,2.0,1,21
4696223,4.0,1,87
4696775,3.0,1,71
4697328,5.0,1,25
4697880,1.0,1,19
4698432,3.0,1,1
4698985,4.0,1,94
4699537,4.0,1,78
4700089,5.0,1,12
4700641,3.0,1,8
4701194,2.0,1,86
4701746,3.0,1,10
4702298,4.0,1,66
4702851,5.0,1,97
4703403,5.0,1,82
4703955,2.0,1,95
4704508,4.0,1,66
4705060,5.0,1,41
4705612,4.0,1,63
4706164,3.0,1,24
4706717,5.0,1,96
4707269,5.0,1,53
4707821,5.0,1,31
4708374,4.0,1,56
4708926,1.0,1,86
4709478,4.0,1,99
4710031,1.0,1,1
4710583,5.0,1,46
4711135,4.0,1,87
4711687,2.0,1,85
4712240,3.0,1,97
4712792,5.0,1,93
4713344,2.0,1,8
4713897,4.0,1,14
4714449,2.0,1,28
4715001,5.0,1,92
4715554,5.0,1,36
4716106,2.0,1,75
4716658,2.0,1,17
4717210,5.0,1,38
4717763,5.0,1,62
4718315,3.0,1,81
4718867,5.0,1,99
4719420,4.0,1,38
4719972,3.0,1,36
4720524,1.0,1,42
4721077,4.0,1,63
4721629,4.0,1,81
4722181,1.0,1,30
4722733,1.0,1,2
4723286,5.0,1,57
4723838,2.0,1,48
4724390,3.0,1,86
4724943,2.0,1,45
4725495,5.0,1,97
4726047,3.0,1,36
4726600,1.0,1,67
4727152,5.0,1,95
4727704,4.0,1,11
4728256,5.0,1,89
4728809,2.0,1,25
4729361,4.0,1,70
4729913,5.0,1,58
4730466,3.0,1,17
4731018,4.0,1,48
4731570,3.0,1,48
4732123,3.0,1,25
4732675,1.0,1,71
4733227,3.0,1,51
4733779,4.0,1,58
4734332,1.0,1,87
4734884,3.0,1,51
4735436,1.0,1,15
4735989,4.0,1,87
4736541,5.0,1,59
4737093,2.0,1,96
4737646,4.0,1,56
4738198,4.0,1,85
4738750,2.0,1,15
4739302,5.0,1,17
4739855,3.0,1,9
4740407,3.0,1,81
4740959,2.0,1,38
4741512,4.0,1,37
4742064,3.0,1,47
4742616,3.0,1,21
4743169,3.0,1,9
4743721,1.0,1,82
4744273,3.0,1,68
4744825,4.0,1,81
4745378,4.0,1,80
4745930,1.0,1,68
4746482,4.0,1,76
4747035,5.0,1,61
4747587,5.0,1,15
4748139,5.0,1,18
4748692,2.0,1,64
4749244,1.0,1,31
4749796,2.0,1,77
4750348,1.0,1,44
4750901,5.0,1,58
4751453,4.0,1,75
4752005,4.0,1,94
4752558,1.0,1,61
4753110,2.0,1,56
4753662,3.0,1,96
4754215,3.0,1,29
4754767,2.0,1,96
4755319,3.0,1,51
4755871,5.0,1,50
4756424,4.0,1,66
4756976,2.0,1,59
4757528,2.0,1,36
4758081,2.0,1,30
4758633,2.0,1,80
4759185,1.0,1,83
4759738,5.0,1,87
4760290,3.0,1,37
4760842,3.0,1,31
4761394,4.0,1,29
4761947,5.0,1,15
4762499,2.0,1,66
4763051,1.0,1,75
4763604,3.0,1,84
4764156,3.0,1,97
4764708,1.0,1,83
4765261,3.0,1,12
4765813,3.0,1,32
4766365,2.0,1,19
4766917,5.0,1,77
4767470,2.0,1,94
4768022,2.0,1,26
4768574,3.0,1,74
4769127,4.0,1,91
4769679,3.0,1,42
4770231,2.0,1,24
4770784,5.0,1,52
4771336,5.0,1,24
4771888,3.0,1,2
4772440,5.0,1,8
4772993,5.0,1,7
4773545,4.0,1,59
4774097,5.0,1,41
4774650,3.0,1,29
4775202,5.0,1,59
4775754,1.0,1,22
4776307,4.0,1,41
4776859,2.0,1,52
4777411,3.0,1,58
4777963,4.0,1,1
4778516,2.0,1,44
4779068,5.0,1,57
4779620,4.0,1,55
4780173,5.0,1,72
4780725,2.0,1,50
4781277,1.0,1,61
4781830,5.0,1,79
4782382,3.0,1,73
4782934,2.0,1,98
4783486,5.0,1,28
4784039,5.0,1,6
4784591,5.0,1,50
4785143,2.0,1,61
4785696,5.0,1,77
4786248,2.0,1,66
4786800,5.0,1,56
4787353,3.0,1,17
4787905,4.0,1,53
4788457,3.0,1,41
4789009,4.0,1,78
4789562,1.0,1,7
4790114,1.0,1,77
4790666,5.0,1,62
4791219,2.0,1,55
4791771,3.0,1,11
4792323,5.0,1,11
4792876,5.0,1,43
4793428,3.0,1,40
4793980,4.0,1,52
4794532,3.0,1,13
4795085,4.0,1,57
4795637,5.0,1,84
4796189,5.0,1,63
4796742,2.0,1,32
4797294,2.0,1,4
4797846,3.0,1,87
4798399,4.0,1,57
4798951,5.0,1,99
4799503,2.0,1,99
4800055,4.0,1,8
4800608,3.0,1,16
4801160,2.0,1,91
4801712,2.0,1,49
4802265,5.0,1,38
4802817,4.0,1,31
4803369,2.0,1,54
4803922,5.0,1,63
4804474,2.0,1,30
4805026,1.0,1,98
4805578,2.0,1,75
4806131,1.0,1,5
4806683,4.0,1,18
4807235,4.0,1,57
4807788,1.0,1,54
4808340,4.0,1,13
4808892,2.0,1,12
4809445,3.0,1,94
4809997,3.0,1,90
4810549,2.0,1,16
4811101,5.0,1,76
4811654,5.0,1,78
4812206,2.0,1,49
4812758,5.0,1,79
4813311,5.0,1,83
4813863,3.0,1,29
4814415,5.0,1,87
4814968,2.0,1,90
4815520,3.0,1,95
4816072,5.0,1,90
4816624,1.0,1,81
4817177,2.0,1,97
4817729,4.0,1,56
4818281,2.0,1,29
4818834,1.0,1,26
4819386,5.0,1,88
4819938,1.0,1,89
4820491,1.0,1,31
4821043,2.0,1,9
4821595,3.0,1,92
4822147,5.0,1,3
4822700,3.0,1,23
4823252,1.0,1,84
4823804,3.0,1,39
4824357,2.0,1,92
4824909,2.0,1,74
4825461,2.0,1,14
4826014,2.0,1,87
4826566,3.0,1,28
4827118,5.0,1,27
4827670,2.0,1,91
4828223,1.0,1,60
4828775,2.0,1,76
4829327,4.0,1,60
4829880,4.0,1,37
4830432,3.0,1,50
4830984,5.0,1,52
4831537,5.0,1,25
4832089,4.0,1,89
4832641,5.0,1,26
4833193,3.0,1,19
4833746,2.0,1,25
4834298,5.0,1,6
4834850,2.0,1,8
4835403,5.0,1,34
4835955,4.0,1,55
4836507,2.0,1,49
4837060,4.0,1,72
4837612,4.0,1,29
4838164,2.0,1,66
4838716,3.0,1,15
4839269,5.0,1,18
4839821,5.0,1,26
4840373,3.0,1,87
4840926,4.0,1,18
4841478,4.0,1,56
4842030,2.0,1,57
4842583,2.0,1,25
4843135,5.0,1,7
4843687,2.0,1,90
4844239,5.0,1,9
4844792,5.0,1,87
4845344,1.0,1,25
4845896,4.0,1,49
4846449,1.0,1,40
4847001,2.0,1,59
4847553,4.0,1,63
4848106,1.0,1,36
4848658,3.0,1,52
4849210,4.0,1,18
4849762,3.0,1,32
4850315,1.0,1,26
4850867,4.0,1,47
4851419,5.0,1,58
4851972,2.0,1,18
4852524,5.0,1,76
4853076,3.0,1,46
4853629,5.0,1,63
4854181,1.0,1,35
4854733,2.0,1,37
4855285,1.0,1,35
4855838,2.0,1,90
4856390,1.0,1,59
4856942,2.0,1,47
4857495,3.0,1,22
4858047,1.0,1,7
4858599,1.0,1,89
4859152,1.0,1,36
4859704,5.0,1,56
4860256,5.0,1,94
4860808,1.0,1,11
4861361,4.0,1,12
4861913,2.0,1,79
4862465,1.0,1,29
4863018,2.0,1,29
4863570,3.0,1,23
4864122,3.0,1,67
4864675,3.0,1,28
4865227,2.0,1,37
4865779,5.0,1,28
4866331,1.0,1,16
4866884,4.0,1,2
4867436,5.0,1,44
4867988,1.0,1,79
4868541,4.0,1,51
4869093,3.0,1,38
4869645,1.0,1,58
4870198,5.0,1,70
4870750,3.0,1,75
4871302,1.0,1,89
4871854,4.0,1,97
4872407,5.0,1,32
4872959,2.0,1,80
4873511,5.0,1,1
4874064,2.0,1,79
4874616,5.0,1,59
4875168,1.0,1,48
4875721,2.0,1,66
4876273,2.0,1,37
4876825,5.0,1,93
4877377,1.0,1,92
4877930,4.0,1,50
4878482,5.0,1,92
4879034,1.0,1,84
4879587,3.0,1,64
4880139,5.0,1,18
4880691,4.0,1,36
4881244,5.0,1,88
4881796,5.0,1,60
4882348,2.0,1,17
4882900,4.0,1,38
4883453,5.0,1,82
4884005,4.0,1,61
4884557,4.0,1,39
4885110,1.0,1,7
4885662,3.0,1,36
4886214,1.0,1,96
4886767,2.0,1,39
4887319,5.0,1,82
4887871,1.0,1,60
4888423,1.0,1,79
4888976,1.0,1,18
4889528,5.0,1,77
4890080,4.0,1,71
4890633,3.0,1,63
4891185,4.0,1,21
4891737,4.0,1,68
4892290,5.0,1,63
4892842,5.0,1,6
4893394,3.0,1,43
4893946,1.0,1,22
4894499,1.0,1,84
4895051,1.0,1,90
4895603,2.0,1,4
4896156,3.0,1,49
4896708,1.0,1,80
4897260,5.0,1,76
4897813,4.0,1,23
4898365,3.0,1,35
4898917,1.0,1,41
4899469,3.0,1,95
4900022,5.0,1,14
4900574,5.0,1,34
4901126,1.0,1,80
4901679,3.0,1,1
4902231,2.0,1,45
4902783,2.0,1,17
4903336,5.0,1,69
4903888,5.0,1,89
4904440,1.0,1,98
4904992,2.0,1,11
4905545,5.0,1,12
4906097,4.0,1,98
4906649,5.0,1,5
4907202,2.0,1,40
4907754,1.0,1,96
4908306,3.0,1,81
4908859,4.0,1,64
4909411,5.0,1,42
4909963,5.0,1,93
4910515,5.0,1,28
4911068,5.0,1,45
4911620,2.0,1,61
4912172,2.0,1,46
4912725,4.0,1,73
4913277,3.0,1,45
4913829,1.0,1,26
4914382,3.0,1,19
4914934,2.0,1,19
4915486,5.0,1,50
4916038,1.0,1,97
4916591,5.0,1,14
4917143,1.0,1,44
4917695,2.0,1,96
4918248,3.0,1,40
4918800,5.0,1,83
4919352,3.0,1,2
4919905,4.0,1,58
4920457,4.0,1,47
4921009,2.0,1,32
4921561,1.0,1,64
4922114,2.0,1,31
4922666,5.0,1,56
4923218,3.0,1,67
4923771,1.0,1,92
4924323,5.0,1,37
4924875,1.0,1,71
4925428,5.0,1,22
4925980,1.0,1,29
4926532,1.0,1,51
4927084,2.0,1,70
4927637,4.0,1,75
4928189,2.0,1,98
4928741,1.0,1,46
4929294,2.0,1,63
4929846,3.0,1,72
4930398,5.0,1,58
4930951,4.0,1,18
4931503,2.0,1,44
4932055,2.0,1,33
4932607,5.0,1,33
4933160,1.0,1,9
4933712,5.0,1,1
4934264,1.0,1,61
4934817,4.0,1,70
4935369,4.0,1,61
4935921,3.0,1,72
4936474,4.0,1,30
4937026,1.0,1,43
4937578,2.0,1,82
4938130,1.0,1,93
4938683,2.0,1,55
4939235,3.0,1,8
4939787,3.0,1,48
4940340,5.0,1,79
4940892,5.0,1,44
4941444,4.0,1,49
4941997,1.0,1,47
4942549,2.0,1,17
4943101,1.0,1,67
4943653,3.0,1,98
4944206,5.0,1,45
4944758,5.0,1,99
4945310,3.0,1,58
4945863,4.0,1,69
4946415,5.0,1,3
4946967,2.0,1,69
4947520,3.0,1,72
4948072,3.0,1,61
4948624,5.0,1,35
4949176,2.0,1,24
4949729,4.0,1,5
4950281,5.0,1,34
4950833,1.0,1,8
4951386,1.0,1,52
4951938,5.0,1,7
4952490,4.0,1,96
4953043,4.0,1,33
4953595,5.0,1,29
4954147,2.0,1,27
4954699,1.0,1,60
4955252,2.0,1,96
4955804,3.0,1,13
4956356,2.0,1,42
4956909,4.0,1,17
4957461,2.0,1,50
4958013,4.0,1,77
4958566,1.0,1,10
4959118,3.0,1,34
4959670,2.0,1,9
4960222,3.0,1,36
4960775,5.0,1,83
4961327,2.0,1,42
4961879,2.0,1,32
4962432,1.0,1,44
4962984,5.0,1,75
4963536,1.0,1,43
4964089,2.0,1,19
4964641,4.0,1,44
4965193,5.0,1,42
4965745,4.0,1,58
4966298,5.0,1,99
4966850,4.0,1,49
4967402,4.0,1,90
4967955,2.0,1,51
4968507,3.0,1,87
4969059,5.0,1,83
4969612,3.0,1,59
4970164,1.0,1,14
4970716,1.0,1,19
4971268,2.0,1,62
4971821,4.0,1,26
4972373,1.0,1,4
4972925,4.0,1,84
4973478,1.0,1,37
4974030,3.0,1,19
4974582,1.0,1,29
4975135,2.0,1,16
4975687,3.0,1,33
4976239,5.0,1,33
4976791,2.0,1,7
4977344,2.0,1,61
4977896,4.0,1,81
4978448,3.0,1,49
4979001,3.0,1,58
4979553,3.0,1,12
4980105,5.0,1,2
4980658,2.0,1,99
4981210,3.0,1,15
4981762,4.0,1,36
4982314,3.0,1,16
4982867,1.0,1,74
4983419,5.0,1,13
4983971,3.0,1,88
4984524,3.0,1,42
4985076,1.0,1,85
4985628,5.0,1,67
4986181,2.0,1,54
4986733,1.0,1,30
4987285,2.0,1,96
4987837,1.0,1,13
4988390,3.0,1,69
4988942,4.0,1,53
4989494,2.0,1,53
4990047,5.0,1,17
4990599,1.0,1,99
4991151,1.0,1,7
4991704,4.0,1,38
4992256,3.0,1,11
4992808,3.0,1,49
4993360,2.0,1,98
4993913,5.0,1,38
4994465,4.0,1,75
4995017,4.0,1,39
4995570,2.0,1,86
4996122,5.0,1,57
4996674,5.0,1,89
4997227,4.0,1,56
4997779,1.0,1,44
4998331,5.0,1,55
4998883,4.0,1,29
4999436,4.0,1,85
4999988,3.0,1,55
5000540,5.0,1,49
5001093,3.0,1,71
5001645,5.0,1,4
5002197,4.0,1,27
5002750,5.0,1,44
5003302,5.0,1,15
5003854,1.0,1,34
5004406,4.0,1,89
5004959,3.0,1,61
5005511,4.0,1,91
5006063,3.0,1,15
5006616,5.0,1,95
5007168,1.0,1,88
5007720,1.0,1,65
5008273,2.0,1,72
5008825,2.0,1,61
5009377,3.0,1,85
5009929,5.0,1,71
5010482,4.0,1,52
5011034,4.0,1,24
5011586,1.0,1,42
5012139,2.0,1,34
5012691,5.0,1,46
5013243,3.0,1,34
5013796,2.0,1,30
5014348,4.0,1,9
5014900,2.0,1,83
5015452,2.0,1,79
5016005,3.0,1,31
5016557,5.0,1,91
5017109,1.0,1,1
5017662,2.0,1,27
5018214,3.0,1,35
5018766,2.0,1,9
5019319,5.0,1,43
5019871,2.0,1,68
5020423,3.0,1,43
5020975,2.0,1,66
5021528,2.0,1,19
5022080,1.0,1,67
5022632,3.0,1,73
5023185,2.0,1,11
5023737,1.0,1,51
5024289,5.0,1,53
5024842,1.0,1,26
5025394,4.0,1,53
5025946,2.0,1,12
5026498,5.0,1,73
5027051,2.0,1,11
5027603,3.0,1,57
5028155,5.0,1,10
5028708,3.0,1,97
5029260,5.0,1,80
5029812,3.0,1,74
5030365,5.0,1,8
5030917,5.0,1,78
5031469,5.0,1,83
5032021,3.0,1,70
5032574,1.0,1,58
5033126,2.0,1,57
5033678,5.0,1,71
5034231,3.0,1,98
5034783,1.0,1,43
5035335,4.0,1,11
5035888,4.0,1,72
5036440,5.0,1,15
5036992,2.0,1,22
5037544,3.0,1,39
5038097,5.0,1,3
5038649,5.0,1,19
5039201,4.0,1,41
5039754,1.0,1,51
5040306,4.0,1,45
5040858,4.0,1,31
5041411,5.0,1,74
5041963,5.0,1,11
5042515,3.0,1,20
5043067,1.0,1,50
5043620,2.0,1,47
5044172,2.0,1,26
5044724,2.0,1,57
5045277,1.0,1,11
5045829,1.0,1,80
5046381,3.0,1,81
5046934,3.0,1,19
5047486,2.0,1,81
5048038,4.0,1,14
5048590,5.0,1,9
5049143,4.0,1,58
5049695,4.0,1,46
5050247,3.0,1,66
5050800,2.0,1,50
5051352,4.0,1,65
5051904,3.0,1,57
5052457,4.0,1,11
5053009,5.0,1,81
5053561,4.0,1,63
5054113,3.0,1,61
5054666,1.0,1,25
5055218,3.0,1,58
5055770,4.0,1,96
5056323,3.0,1,36
5056875,1.0,1,13
5057427,1.0,1,10
5057980,3.0,1,40
5058532,4.0,1,92
5059084,4.0,1,22
5059636,2.0,1,76
5060189,1.0,1,95
5060741,4.0,1,79
5061293,3.0,1,89
5061846,5.0,1,35
5062398,1.0,1,98
5062950,2.0,1,40
5063503,4.0,1,97
5064055,2.0,1,61
5064607,5.0,1,4
5065159,4.0,1,90
5065712,5.0,1,19
5066264,2.0,1,44
5066816,3.0,1,8
5067369,2.0,1,41
5067921,4.0,1,7
5068473,4.0,1,23
5069026,2.0,1,41
5069578,4.0,1,63
5070130,2.0,1,54
5070682,4.0,1,96
5071235,5.0,1,16
5071787,4.0,1,10
5072339,5.0,1,12
5072892,5.0,1,98
5073444,4.0,1,21
5073996,4.0,1,57
5074549,1.0,1,58
5075101,5.0,1,36
5075653,2.0,1,13
5076205,2.0,1,87
5076758,3.0,1,37
5077310,1.0,1,60
5077862,1.0,1,21
5078415,2.0,1,18
5078967,4.0,1,88
5079519,4.0,1,23
5080072,1.0,1,56
5080624,5.0,1,34
5081176,5.0,1,25
5081728,1.0,1,11
5082281,2.0,1,36
5082833,4.0,1,8
5083385,2.0,1,59
5083938,1.0,1,15
5084490,2.0,1,29
5085042,5.0,1,80
5085595,3.0,1,9
5086147,2.0,1,35
5086699,3.0,1,6
5087251,5.0,1,4
5087804,1.0,1,58
5088356,1.0,1,41
5088908,3.0,1,81
5089461,3.0,1,66
5090013,4.0,1,44
5090565,4.0,1,56
5091118,5.0,1,63
5091670,2.0,1,22
5092222,4.0,1,76
5092774,1.0,1,96
5093327,1.0,1,41
5093879,5.0,1,36
5094431,2.0,1,46
5094984,5.0,1,90
5095536,3.0,1,82
5096088,2.0,1,22
5096641,4.0,1,76
5097193,4.0,1,65
5097745,5.0,1,34
5098297,5.0,1,35
5098850,1.0,1,68
5099402,3.0,1,99
5099954,2.0,1,86
5100507,1.0,1,24
5101059,2.0,1,17
5101611,1.0,1,16
5102164,1.0,1,36
5102716,4.0,1,92
5103268,5.0,1,8
5103820,4.0,1,31
5104373,1.0,1,41
5104925,5.0,1,13
5105477,4.0,1,41
5106030,5.0,1,28
5106582,5.0,1,59
5107134,5.0,1,51
5107687,1.0,1,1
5108239,2.0,1,98
5108791,4.0,1,38
5109343,4.0,1,76
5109896,5.0,1,12
5110448,3.0,1,55
5111000,1.0,1,32
5111553,1.0,1,89
5112105,5.0,1,35
5112657,2.0,1,63
5113210,3.0,1,72
5113762,4.0,1,61
5114314,2.0,1,44
5114866,1.0,1,42
5115419,1.0,1,57
5115971,2.0,1,94
5116523,2.0,1,1
5117076,3.0,1,39
5117628,2.0,1,48
5118180,4.0,1,58
5118733,4.0,1,50
5119285,1.0,1,20
5119837,3.0,1,60
5120389,2.0,1,34
5120942,2.0,1,98
5121494,3.0,1,49
5122046,3.0,1,36
5122599,4.0,1,41
5123151,3.0,1,70
5123703,4.0,1,65
5124256,1.0,1,31
5124808,4.0,1,93
5125360,5.0,1,37
5125912,4.0,1,94
5126465,2.0,1,99
5127017,5.0,1,99
5127569,5.0,1,49
5128122,3.0,1,76
5128674,5.0,1,11
5129226,5.0,1,80
5129779,1.0,1,73
5130331,3.0,1,6
5130883,3.0,1,21
5131435,2.0,1,27
5131988,2.0,1,57
5132540,3.0,1,23
5133092,3.0,1,65
5133645,3.0,1,31
5134197,3.0,1,53
5134749,1.0,1,63
5135302,5.0,1,41
5135854,2.0,1,99
5136406,1.0,1,56
5136958,1.0,1,57
5137511,2.0,1,46
5138063,1.0,1,29
5138615,1.0,1,40
5139168,5.0,1,44
5139720,3.0,1,26
5140272,3.0,1,19
5140825,1.0,1,85
5141377,5.0,1,94
5141929,1.0,1,96
5142481,4.0,1,79
5143034,2.0,1,12
5143586,2.0,1,2
5144138,5.0,1,59
5144691,4.0,1,8
5145243,3.0,1,71
5145795,3.0,1,96
5146348,5.0,1,43
5146900,5.0,1,9
5147452,2.0,1,28
5148004,3.0,1,89
5148557,2.0,1,73
5149109,1.0,1,46
5149661,2.0,1,50
5150214,4.0,1,50
5150766,4.0,1,12
5151318,2.0,1,6
5151871,1.0,1,12
5152423,2.0,1,30
5152975,1.0,1,67
5153527,4.0,1,35
5154080,5.0,1,81
5154632,1.0,1,73
5155184,2.0,1,4
5155737,4.0,1,84
5156289,3.0,1,66
5156841,5.0,1,87
5157394,1.0,1,7
5157946,1.0,1,29
5158498,3.0,1,15
5159050,2.0,1,46
5159603,3.0,1,14
5160155,4.0,1,57
5160707,2.0,1,6
5161260,1.0,1,10
5161812,5.0,1,20
5162364,1.0,1,69
5162917,4.0,1,20
5163469,4.0,1,37
5164021,2.0,1,92
5164573,1.0,1,71
5165126,5.0,1,17
5165678,5.0,1,88
5166230,1.0,1,26
5166783,2.0,1,11
5167335,2.0,1,1
5167887,1.0,1,71
5168440,2.0,1,8
5168992,1.0,1,24
5169544,3.0,1,67
5170096,5.0,1,15
5170649,1.0,1,5
5171201,1.0,1,32
5171753,4.0,1,8
5172306,3.0,1,51
5172858,1.0,1,96
5173410,2.0,1,49
5173963,1.0,1,68
5174515,3.0,1,21
5175067,3.0,1,35
5175619,1.0,1,10
5176172,3.0,1,90
5176724,1.0,1,17
5177276,3.0,1,4
5177829,2.0,1,67
5178381,5.0,1,78
5178933,4.0,1,17
5179486,2.0,1,23
5180038,2.0,1,25
5180590,3.0,1,34
5181142,4.0,1,39
5181695,1.0,1,59
5182247,1.0,1,9
5182799,1.0,1,45
5183352,1.0,1,94
5183904,3.0,1,99
5184456,1.0,1,94
5185009,2.0,1,53
5185561,1.0,1,53
5186113,1.0,1,15
5186665,2.0,1,30
5187218,1.0,1,70
5187770,1.0,1,61
5188322,2.0,1,41
5188875,1.0,1,33
5189427,2.0,1,73
5189979,2.0,1,89
5190532,1.0,1,95
5191084,1.0,1,34
5191636,3.0,1,64
5192188,3.0,1,18
5192741,1.0,1,77
5193293,5.0,1,59
5193845,2.0,1,19
5194398,5.0,1,17
5194950,3.0,1,47
5195502,1.0,1,46
5196055,5.0,1,75
5196607,4.0,1,18
5197159,2.0,1,9
5197711,5.0,1,32
5198264,3.0,1,87
5198816,1.0,1,83
5199368,3.0,1,52
5199921,3.0,1,20
5200473,2.0,1,35
5201025,1.0,1,87
5201578,3.0,1,92
5202130,3.0,1,43
5202682,2.0,1,99
5203234,4.0,1,2
5203787,3.0,1,69
5204339,4.0,1,6
5204891,5.0,1,10
5205444,2.0,1,12
5205996,3.0,1,12
5206548,2.0,1,71
5207101,2.0,1,23
5207653,2.0,1,93
5208205,5.0,1,20
5208757,4.0,1,93
5209310,3.0,1,96
5209862,3.0,1,66
5210414,1.0,1,59
5210967,3.0,1,55
5211519,5.0,1,4
5212071,4.0,1,59
5212624,5.0,1,60
5213176,4.0,1,78
5213728,4.0,1,48
5214280,1.0,1,83
5214833,2.0,1,63
5215385,1.0,1,73
5215937,3.0,1,79
5216490,5.0,1,21
5217042,5.0,1,51
5217594,5.0,1,56
5218147,4.0,1,17
5218699,2.0,1,14
5219251,3.0,1,35
5219803,4.0,1,59
5220356,2.0,1,8
5220908,1.0,1,74
5221460,4.0,1,46
